Src Port,Dst Port,Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,arp_label
0.8118864784819017,0.1378287008000489,0.3529411764705882,0.00032128548862346107,0.0006641208699980936,0.0003221390029797036,0.00020977691536157024,0.0,0.30684931506849306,0.0,0.0681887366818873,0.23630224578041156,0.0,0.0,0.0,0.0,0.0010327347113059,0.012115522202180188,2.9596365299862597e-05,0.0001253729938294,0.0002791535570568015,4.984716717467356e-07,0.0003218852995159446,4.541027085193881e-05,0.00018867484969776246,0.00029552768201924736,1.1192092852235734e-06,5.314265012561119e-05,2.2096193059512285e-05,7.8833024827714e-05,5.486143618801239e-05,4.210613953467289e-06,0.0,0.0,0.0,0.0,0.0008320667428467636,0.0003623844899437699,0.008387768117175957,0.013565991818981979,0.0,0.30684931506849306,0.0438356164383561,0.1945987321207539,0.0378686665430049,0.0,0.39999999999999986,0.5,0.00035816618911161015,0.0004668137837378748,0.0,0.0714285714285714,0.8,0.0,0.0314717246224095,0.0681887366818873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0285191119249256,0.0003710575139146568,0.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.8119017449582462,0.13798167383090362,0.3529411764705882,0.0021473810720146224,0.003237589241241825,0.004107272287992246,9.084089638425139e-05,0.004180529658453036,0.13150684931506842,0.0,0.0066438356164383,0.05066965791430264,0.9506849315068494,0.0,0.696105514028816,0.7152897527758939,0.0089460468826098,0.012709025877213287,2.6258694938785996e-05,0.0003159479862013,0.001882097466961467,3.762050352805539e-08,0.0021479797872431933,6.215964415472686e-05,0.0005761417427258092,0.001934031265346473,6.583584030726903e-07,0.0020983595440673343,5.234863991659116e-05,0.0007666070387168679,0.00201771903836001,7.277604364017535e-07,0.0,0.0,0.0,0.0,0.003783130124144166,0.004147289162690455,0.005586313616680623,0.025919862195254353,0.0,0.9506849315068494,0.3856015485407983,0.7986328564881862,0.6378144394624795,0.0,0.2999999999999999,0.5,0.002507163323782188,0.0038193855033099625,0.0,0.0714285714285714,0.8,0.030303030303030255,0.2598926187967283,0.0066438356164383,0.696105514028816,0.0,0.0,0.0,0.0042119517485363,0.004029008863819382,0.011515063510378912,0.0,0.0,0.0,0.0,1.0,0.0285191119249256,0.0005565862708719852,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.8119170114345908,0.1378287008000489,0.3529411764705882,0.00020535971095470237,0.00041507554374870014,0.00048320850446962607,8.241235960633116e-05,3.366804027933739e-05,0.12054794520547936,0.0,0.0401826484018264,0.10871490719335994,0.2835616438356164,0.0,0.0476519337016574,0.20242119925783544,0.0013798397623316,0.01747859827241351,2.0454439924752047e-05,5.129379025577656e-05,0.00010276041118573128,1.8339995469927067e-06,3.762522982744553e-05,8.492823399637704e-06,1.96025734666009e-05,2.7340683967604446e-05,3.329412495539034e-06,0.00019042505135182273,4.750612197277389e-05,0.00013197980998880338,0.00010867544582056198,2.7135067700122525e-06,0.0,0.0,0.0,0.0,0.0005990880548496327,0.0005234442632521906,0.008739267702746172,0.031802549059275584,0.0,0.2835616438356164,0.0403582718651211,0.149804949420131,0.022441522870768,0.3333333333333333,0.39999999999999986,0.0,0.000537249283667568,0.0004243761670343926,0.0,0.0714285714285714,0.8,0.030303030303030255,0.0291476407914764,0.0401826484018264,0.0476519337016574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0285191119249256,0.0003710575139146568,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.13755095186480001,0.8135564699943401,0.3529411764705882,3.331689016747154e-05,8.301510874979247e-05,0.00024160425223481303,9.692817294608267e-05,0.0,0.2835616438356164,0.0,0.1417808219178082,0.3501687684779819,0.0,0.0,0.0,0.0,0.0045286257615024,0.044225397005453054,8.892547023257267e-06,2.768462082600086e-05,3.499647538185119e-05,6.583588117409714e-08,7.000042758594517e-07,7.900300836872283e-07,0.0,7.900300836872286e-07,7.900300836872283e-07,1.6086153504145169e-06,1.0032697444681315e-06,8.828508734888974e-07,1.1857659118446482e-06,7.589501693904002e-07,1.0,0.0,0.0,0.0,0.0001775075718073599,0.00021139095246715196,0.01769005687832754,0.09656019656019633,0.0,0.2835616438356164,0.0945205479452054,0.2557271112389262,0.0653963554226061,0.3333333333333333,0.0,0.5,0.00017908309455580507,0.00021218808351722968,0.0,0.0,0.0,0.030303030303030255,0.0756164383561643,0.1417808219178082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0285191119249256,0.5000076295109483,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.8119170114345908,0.1378287008000489,0.3529411764705882,6.50004360445918e-07,0.00016603021749958497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7199998103926515,2.8215379238256647e-08,2.115816762820665e-08,3.7620505651009056e-08,7.524100705611099e-08,1.2500076354633069e-06,7.053840032921682e-07,2.473708773803464e-08,7.147891233360639e-07,6.959788832482726e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023297868799715987,0.0,0.7199998971532122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.00012731285011033781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4995651178759441,0.0,0.0,0.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.8119322779109354,0.1378287008000489,0.3529411764705882,0.0005762371989245065,0.00041507554374870014,0.0005637432552145166,0.000149840653829693,0.00019558366394150463,0.21917808219178078,0.0,0.0730593607305936,0.1976634676242908,0.9506849315068494,0.0,0.2372730860299921,0.7143452793259129,0.00195846675084,0.006760379128429911,5.357473508917451e-05,0.0002526326301925,0.0005565483554745664,1.3167176234819417e-07,6.063370370420679e-05,1.3686330687876846e-05,4.769943239132601e-05,5.950619451772733e-05,7.52409603511646e-07,0.0005652991063549565,0.0001175229139012,0.0006277112014268649,0.000585442274825469,1.1644166982428056e-06,0.0,0.0,0.0,0.0,0.0005990880548496327,0.0006039741499063303,0.0031201192450699827,0.013247616295868172,0.0,0.9506849315068494,0.148972602739726,0.5249050920821792,0.275525355693801,0.3333333333333333,0.39999999999999986,0.0,0.000537249283667568,0.0004668137837378748,0.0,0.0714285714285714,0.8,0.030303030303030255,0.1069546891464699,0.0730593607305936,0.2372730860299921,0.0,0.0,0.0,0.00024762314311105104,0.0003223207091055058,0.002768321513269264,0.0,0.0,0.0,0.0,1.0,0.0285191119249256,0.0003710575139146568,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.13755095186480001,0.8135717672974254,0.3529411764705882,1.3983427138823722e-05,0.00016603021749958497,0.00040267375372459417,0.0005630730819693933,0.0,0.9506849315068494,0.0,0.5490867579908676,0.8595880482770561,0.0,0.0,0.0,0.0,0.061183953033268,0.1645708628450132,1.6741125014699044e-06,3.398065836144591e-06,5.0129323779969585e-06,6.583588117409714e-08,1.2583410196997285e-06,7.10086563314116e-07,1.2368543869017317e-08,7.147891233360639e-07,7.053840032921682e-07,8.284785794362848e-06,2.583549549226225e-06,5.369854635133674e-06,4.2489945174433224e-06,7.589501693904002e-07,0.0,0.0,0.0,0.0,0.0002662613577110399,0.0003724507257755727,0.06171394107260066,0.3742857142857142,0.0,0.9506849315068494,0.2886605783866058,0.7669522529599615,0.5882157583203605,0.3333333333333333,0.0,0.5,0.00017908309455580507,0.00033950093362742826,0.0,0.0,0.0,0.030303030303030255,0.2164954337899543,0.5490867579908676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0285191119249256,0.5000076295109483,0.0001855287569573284,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.9405218081614583,0.006776705266861408,0.3529411764705882,0.0034466064543182376,0.0013282417399964757,0.0012080212611740651,0.0003919269601732908,0.00028186818262845284,0.5520547945205478,0.0,0.0674456083803384,0.26406540131897316,0.9575342465753424,0.0,0.1595764272559852,0.577965388897272,0.0005531946769061,0.002784207060290341,0.000124824230967656,0.0004878397419444,0.0015396474091467847,7.524100705611099e-08,0.0030312685159984438,0.0002138195259979,0.0009376282532977257,0.0019751786655384817,6.959788832482726e-07,0.0030542771323524938,0.0002721296777132,0.0015265326250734172,0.002109615896528006,7.693467470532823e-07,0.0,0.0,0.0,0.0,0.0015420970300762322,0.0012280807714762662,0.0014791019784809306,0.004750255039138111,0.0,0.9575342465753424,0.1066832710668327,0.4336245033236275,0.1880302098826625,0.3333333333333333,0.19999999999999993,0.0,0.002507163323782188,0.00131556611780666,0.0,0.0357142857142857,0.2,0.0,0.0733447488584474,0.0674456083803384,0.1595764272559852,0.0,0.0,0.0,0.0004179911184206097,0.001289282836422023,0.0007973447960985838,0.0,0.0,0.0,0.0,1.0,0.0018921187151903,0.0014842300556585813,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.006763049020655528,0.9424209511863058,0.3529411764705882,3.166687909864729e-06,0.0,8.053475074494645e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1592914660967729,3.5739480368458627e-06,0.0,3.5739480368458623e-06,3.6303785904573585e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.875378590367995e-05,5.033117915886533e-05,0.07964567964393367,0.28982300884955725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4.2437616703445933e-05,0.0,0.0,0.0,0.030303030303030255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018921187151903,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.9405065416851136,0.0012237842468372803,0.3529411764705882,0.0360211083082682,0.00024904532624937743,0.00040267375372459417,5.3848984970045925e-05,2.9520528071013212e-05,0.15753424657534243,0.0,0.0393835616438356,0.1375592837502906,0.2486301369863013,0.0,0.0501381215469613,0.19442535494264493,6.107627704291803e-06,7.42781860852789e-05,0.005081119544489353,0.021301329525088,0.03818582898942675,5.549024270388189e-07,0.0005462616700816218,0.0002055050079991,0.00032917646525812026,0.00031143174001348683,1.175640005486947e-06,0.03576967935428538,0.011154511566806,0.05295320330057891,0.04012019199961162,1.875542610383948e-05,0.0,0.0,0.0,0.0,0.0003882978133283456,0.00042278190493444536,3.294617091507823e-05,0.0001515300135844922,0.0,0.2486301369863013,0.0406164383561643,0.1541691089189639,0.0237681141448673,0.3333333333333333,0.19999999999999993,0.0,0.00035816618911161015,0.00033950093362742826,0.0,0.0357142857142857,0.2,0.030303030303030255,0.0300862506341958,0.0393835616438356,0.0501381215469613,0.0,0.0,0.0,0.0,0.0,0.0,0.0016820857863749437,0.0020500570450656137,0.0014577259475217366,7.565258167040066e-05,1.0,0.0018768596932936,0.0001855287569573284,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
